t,a,o2,r,d,_
452,[-0.12046201 -0.7698103  -0.54557467 -0.8647104  -0.24124639  0.44198084],"[ 1.02456742e+00 -7.09781802e-01 -1.04186453e-03 -1.87544693e+00
 -1.17448711e-01 -1.50278920e-02 -1.43640651e+00  5.00077328e-01
 -2.16761008e+00 -3.83655993e+00 -1.00000000e+01 -1.00000000e+01
 -8.51187470e+00 -1.00000000e+01 -1.00000000e+01 -6.69499177e+00
 -1.48336335e+00]",-1.1391520646096962,False,"{'x_position': -0.19385039995744102, 'x_velocity': -2.1372460229875343}"
453,[-0.72954583 -0.12010302  0.7198085   0.78176093  0.73521334  0.63465756],"[  0.99254674  -0.87540921  -0.15214395  -1.93143396  -0.3628615
  -0.17846543  -1.47712412   0.52965529  -1.63658091  -4.16195966
 -10.         -10.          -5.82575724 -10.         -10.
  -3.53538232   8.88135395]",-0.9099485220804162,False,"{'x_position': -0.20910903401154102, 'x_velocity': -1.9073292567624993}"
454,[ 0.27029386 -0.03122089 -0.30862102  0.7164026  -0.09135267 -0.9514434 ],"[  0.95951857  -1.0154903   -0.27551104  -1.9813879   -0.58595047
  -0.3053977   -1.52487327   0.53060075  -1.41487609  -4.05311214
 -10.         -10.          -6.54923775 -10.         -10.
  -8.36325419  -8.58673744]",-0.5035470841789658,True,"{'x_position': -0.22112464186134909, 'x_velocity': -1.5019509812260086}"
455,[ 0.4388849   0.17962603 -0.92437255 -0.91256654  0.7558047   0.5247715 ],"[ 1.24632294e+00 -8.61972678e-03 -1.59431193e-02  4.78341600e-03
 -5.79619100e-02 -1.38395953e-02  5.37897566e-03  3.00279386e-02
 -2.33693094e-01 -4.33998310e-03 -2.43271681e+00 -2.80269745e+00
  7.32934413e-01 -1.00000000e+01 -3.07228663e+00  2.16359425e-01
  7.04321604e+00]",0.8942586644358983,False,"{'x_position': -0.0011437662099686528, 'x_velocity': -0.10298258202597001}"
456,[ 0.5977478  -0.84391326  0.5552162   0.43906346  0.331072   -0.15787375],"[ 1.24568412e+00 -2.70994380e-03  1.37586658e-02 -3.61246398e-02
 -1.14510375e-01 -3.69045458e-03  1.90895416e-04  7.73335012e-02
 -2.35891425e-01 -1.71328950e-01  1.40308555e+00  6.18846170e+00
 -8.78282016e+00 -1.54779872e+00  2.35500181e+00 -8.93926007e-01
  4.93404726e+00]",0.8293820629497304,False,"{'x_position': -0.0024950691738772185, 'x_velocity': -0.16891287048857073}"
457,[-0.51301265  0.97875726  0.99294287 -0.6095947   0.38630036  0.41203994],"[ 1.24284959e+00 -2.38885320e-02  6.17965304e-03 -7.06305467e-02
 -7.59944195e-02 -3.00385886e-02  4.58314984e-03  1.44937883e-01
 -4.69979769e-01 -5.40753818e-01 -6.45164344e+00 -7.63304307e+00
 -3.51494578e-02  1.00000000e+01 -7.99352138e+00  6.92192959e-01
  1.00000000e+01]",0.6620386630271953,False,"{'x_position': -0.00517557832058739, 'x_velocity': -0.3350636433387714}"
458,[ 0.22135982 -0.96931607 -0.2774209   0.8764325   0.13375407 -0.76441365],"[ 1.23898937e+00 -4.48720957e-02  6.83805213e-04 -1.09740133e-01
  2.72873800e-03 -4.95365647e-02 -3.36752030e-03  1.98537137e-01
 -3.36393868e-01 -4.22596210e-01  8.93083721e-01  5.75267838e+00
 -9.49206957e+00  8.28318481e+00  2.68950788e+00 -2.59532007e+00
  1.17018737e+00]",0.6013007439719574,False,"{'x_position': -0.008345685262488488, 'x_velocity': -0.3962633677376372}"
459,[-0.01170675 -0.16592294  0.7890395  -0.8395608  -0.08119033 -0.19845928],"[ 1.23448162e+00 -5.85922558e-02  2.27340181e-02 -1.88175112e-01
  1.15085864e-01 -6.13070437e-02 -6.04975330e-03  1.95530830e-01
 -6.32738492e-01 -7.08236469e-01 -4.31707893e+00 -2.80496010e-01
 -9.96831876e+00  1.00000000e+01 -5.62493566e+00  1.91813535e+00
 -1.91857920e+00]",0.5123856801661815,False,"{'x_position': -0.012235391092368753, 'x_velocity': -0.4862132287350332}"
460,[ 0.22384752  0.79171556 -0.29532063  0.10112131 -0.6123752  -0.21555462],"[ 1.22902144e+00 -8.63653196e-02  1.98422449e-02 -2.47736113e-01
  2.45089924e-01 -9.04770590e-02 -8.65089548e-03  1.72156195e-01
 -4.97981791e-01 -6.47433155e-01 -2.62599081e+00 -4.13873030e-01
 -4.99832308e+00  1.00000000e+01 -1.66531101e+00 -2.55992483e+00
 -3.94989314e+00]",0.4345647193378771,False,"{'x_position': -0.01674930671111697, 'x_velocity': -0.564239452343527}"
461,[-0.41812083 -0.36057696 -0.9179163  -0.72534955 -0.26580846 -0.19643582],"[  1.22397159  -0.1328791   -0.01642657  -0.28020817   0.29459473
  -0.13875938  -0.01768542   0.12270633  -0.99623542  -0.63920235
  -8.98340289  -8.60412119  -3.20267796  -0.67646176 -10.
   0.29745457  -8.42812129]",0.2501700211556635,False,"{'x_position': -0.02273368426808321, 'x_velocity': -0.74804719462078}"
462,[ 0.18770237 -0.6714047  -0.23182946 -0.33165193 -0.5930285   0.02617041],"[ 1.21805138 -0.20136097 -0.06862348 -0.32961315  0.27586307 -0.20800367
 -0.03289032  0.06278448 -1.30459796 -0.84358689 -8.14942523 -4.48624143
 -9.07868058 -4.11222821 -6.96795185 -4.07943435 -6.53830143]",-0.15239933859352317,False,"{'x_position': -0.03194486200047489, 'x_velocity': -1.1513972165489599}"
463,[-0.27305472  0.9975511  -0.8405991  -0.810283   -0.5265694  -0.79187536],"[  1.21123844  -0.29654154  -0.16057652  -0.35670588   0.18698395
  -0.30784424  -0.04696502  -0.03924865  -1.50432237  -0.91149681
 -10.         -10.           2.28186942 -10.         -10.
   0.84964676 -10.        ]",-0.4138054682425994,False,"{'x_position': -0.04322860835109098, 'x_velocity': -1.410468293827011}"
464,[ 0.8160975   0.07290737 -0.8170146  -0.76084083  0.03372521  0.09242007],"[  1.20304658  -0.41903435  -0.3010702   -0.34292469   0.02009169
  -0.45327643  -0.03154223  -0.11029536  -1.41889545  -1.12025284
 -10.         -10.           0.85233203 -10.         -10.
   2.8915553   -4.95340693]",-0.4631724507894526,False,"{'x_position': -0.05491856874887999, 'x_velocity': -1.4612450497236262}"
465,[-0.04390764  0.9237398   0.7666135  -0.92747295  0.6118287   0.12456657],"[  1.19011531  -0.56546836  -0.48278639  -0.30979768  -0.04267343
  -0.64849676   0.02318223  -0.13569312  -1.19524595  -2.15224832
 -10.         -10.           6.86893003  -0.53024627 -10.
   7.45599744  -0.30654358]",-0.26986206124190526,False,"{'x_position': -0.06505592142701713, 'x_velocity': -1.2671690847671433}"
466,[ 0.9245272   0.22977658  0.4944383  -0.52320194 -0.6397575   0.32236513],"[  1.17144223  -0.71737929  -0.67463052  -0.27306733  -0.0113254
  -0.84197155   0.05854236  -0.10590167  -1.03614175  -2.46669696
 -10.         -10.           2.55236653   7.81823297 -10.
   1.51310419   7.66509155]",-0.11069548645605984,False,"{'x_position': -0.07392597358751785, 'x_velocity': -1.108756520062589}"
467,[ 0.74952155 -0.27353603 -0.5959379  -0.9571202  -0.440925    0.06710932],"[  1.15051706  -0.85533213  -0.83091039  -0.26979018   0.04807724
  -1.00279923   0.06275327  -0.03939022  -1.13453575  -2.76296498
 -10.         -10.          -1.62425992   6.92818496 -10.
  -0.30692059   8.7579269 ]",-0.09252423454319732,False,"{'x_position': -0.08264931351145559, 'x_velocity': -1.0904174904922177}"
468,[-0.07871935 -0.75822026 -0.45850167 -0.7703878  -0.5098233   0.638388  ],"[  1.12540555  -1.00461731  -0.97802221  -0.29987624   0.10121064
  -1.16157603   0.04293555   0.07143274  -1.36310893  -3.52486979
 -10.         -10.          -5.94587579   6.33769965 -10.
  -4.62076577  10.        ]",-0.2604282377137163,True,"{'x_position': -0.09271632121362613, 'x_velocity': -1.2583759627713182}"
469,[ 0.9032631   0.11107924 -0.9859625  -0.74584764 -0.05370245  0.8136514 ],"[ 1.25016436e+00  1.27939097e-04 -3.16406589e-03  1.66296432e-03
 -5.52737063e-02  7.90747435e-04 -4.29484715e-03  4.08146866e-02
  1.34446043e-02 -4.09531947e-02  1.84819119e-01  2.98530877e-01
  6.28654698e-01 -1.00000000e+01  5.00015666e-02 -1.96332206e-01
  1.00000000e+01]",1.0119351109738337,False,"{'x_position': -0.002998796521745773, 'x_velocity': 0.014956657099245619}"
470,[ 0.16150585  0.6347277   0.17426692 -0.56608474 -0.3067559   0.48052314],"[ 1.24900061e+00 -6.94941298e-03 -9.73046061e-03  5.67692682e-03
 -1.54765849e-01 -7.16596638e-03 -9.26253942e-03  1.60212388e-01
 -1.92998082e-01 -2.50195911e-01 -1.95637806e+00 -1.96201023e+00
  3.91568512e-01 -1.00000000e+01 -2.05629709e+00 -9.63139711e-01
  1.00000000e+01]",0.908256180465814,False,"{'x_position': -0.003723908790665745, 'x_velocity': -0.09063903361499646}"
471,[ 0.92220217 -0.38150203 -0.6328591  -0.28921637  0.28237766  0.6539876 ],"[ 1.24678053e+00 -5.89353729e-03  4.54416388e-03 -1.10692730e-02
 -2.44859902e-01 -2.95887688e-03 -1.65993118e-02  3.41430298e-01
 -3.46041558e-02 -2.92794733e-01  1.90746807e+00  4.98365646e+00
 -4.55171506e+00 -6.77749234e+00  2.65190497e+00 -5.78897403e-01
  1.00000000e+01]",0.8907093188127874,False,"{'x_position': -0.004582333485234857, 'x_velocity': -0.10730308682113898}"
472,[-0.9205978  -0.01585765 -0.9135048   0.36891273  0.0199699   0.888401  ],"[ 1.24463719e+00 -4.84613831e-03  1.45282119e-02 -2.47116103e-02
 -2.76870559e-01  3.71558217e-03 -2.04400878e-02  6.02804338e-01
 -1.95824953e-01 -2.31294870e-01 -1.62768558e+00 -2.44306637e+00
  1.15439582e+00 -2.06958951e+00 -9.91119885e-01 -9.91770663e-02
  1.00000000e+01]",0.8821904352324033,False,"{'x_position': -0.005503946048831564, 'x_velocity': -0.11520157044958838}"
473,[ 0.17162701 -0.680516    0.13967489 -0.96107626 -0.7104672   0.29751503],"[ 1.24273903e+00 -3.05417649e-02 -8.66254573e-03 -3.60167783e-02
 -2.65898529e-01 -1.62371026e-02 -2.02044189e-02  9.04312113e-01
 -7.41610966e-01 -1.73759078e-01 -4.83454356e+00 -3.44583545e+00
 -3.91173274e+00  4.16869712e+00 -4.51602579e+00  3.07388967e-01
  1.00000000e+01]",0.5236663494358994,False,"{'x_position': -0.009298383146181893, 'x_velocity': -0.4743046371687912}"
474,[ 0.07682494  0.9264183  -0.01304747  0.08800962  0.46353608  0.17509589],"[ 1.24184557e+00 -7.25550688e-02 -5.58912317e-02 -3.95233550e-02
 -2.39052835e-01 -7.11133763e-02  4.72731032e-03  1.04958214e+00
 -3.66588040e-01 -8.28089260e-02 -5.52083171e+00 -8.06671369e+00
  2.87110900e+00  2.69231668e+00 -8.47885332e+00  4.79871131e+00
  9.89744267e+00]",0.45734157590074775,False,"{'x_position': -0.013630709793622213, 'x_velocity': -0.5415408309300399}"
475,[-0.2533563   0.40891168  0.8644487   0.14948422  0.33896032  0.82976675],"[ 1.24030461 -0.11887505 -0.12576027 -0.01331062 -0.16835356 -0.13819041
  0.03062019  1.08848324 -0.38147511 -0.31648854 -6.08698999 -9.45823111
  3.77988639 10.         -8.4102503   1.96463639  0.89472865]",0.6202918689714776,False,"{'x_position': -0.016653939462822072, 'x_velocity': -0.3779037086499824}"
476,[-0.7309353   0.11333808  0.8562818  -0.4292841   0.4967741   0.01882112],"[ 1.23595877e+00 -1.91903486e-01 -2.31275525e-01  2.01254678e-02
 -4.75842571e-04 -2.32453246e-01  4.04344514e-02  1.07462217e+00
 -9.18063340e-01 -8.02472693e-01 -1.00000000e+01 -1.00000000e+01
  3.17286188e+00  1.00000000e+01 -1.00000000e+01  6.21149688e-01
 -3.70271474e+00]",0.36368932116384145,False,"{'x_position': -0.021730730860842273, 'x_velocity': -0.6345989247525251}"
477,[-0.01279288  0.12964776 -0.8081279  -0.36103353 -0.42462614 -0.36019242],"[  1.229167    -0.29102622  -0.35562761   0.03660408   0.17095656
  -0.35042589   0.03394941   1.01786072  -1.22672649  -0.90287379
 -10.         -10.           1.15061267  10.         -10.
  -2.13530636 -10.        ]",-0.08058575648594299,False,"{'x_position': -0.03036653344028719, 'x_velocity': -1.0794753224306146}"
478,[ 0.7967887  -0.5389736  -0.8304228   0.61623347  0.7769622  -0.86025155],"[  1.22405137  -0.36249989  -0.4292672    0.0191152    0.25053753
  -0.43417712   0.02064781   0.87972421  -0.79340815  -0.32380264
  -4.99115328  -2.98215948  -5.60002826   4.55084399  -6.10332556
  -1.2526542  -10.        ]",-0.0025242397914916346,False,"{'x_position': -0.03836002005080357, 'x_velocity': -0.9991858263145477}"
479,[ 0.34487483  0.41376895  0.33816302 -0.8600822   0.15282096  0.15357141],"[  1.21999968  -0.41338651  -0.46892017  -0.01806898   0.30274943
  -0.49639162   0.01357892   0.69980425  -0.91993499  -0.69985449
  -7.70265093  -6.89515895  -3.68230185   8.52982311  -9.39197435
  -0.58249189 -10.        ]",0.14020619234334444,False,"{'x_position': -0.0452288410931115, 'x_velocity': -0.8586026302884915}"
480,[-0.11627889  0.9700667  -0.76792747 -0.32708296  0.15042622 -0.45858052],"[ 1.21356559e+00 -4.88617916e-01 -5.59503327e-01 -6.57324486e-03
  3.10890352e-01 -5.88994668e-01  1.05058614e-02  5.01668934e-01
 -8.49115155e-01 -9.25456531e-01 -1.00000000e+01 -1.00000000e+01
  6.46678584e+00 -6.50397231e+00 -1.00000000e+01 -2.17783312e-01
 -1.00000000e+01]",0.11231979520855002,False,"{'x_position': -0.05231520936909264, 'x_velocity': -0.885796034497642}"
481,[ 0.44226846  0.4859595   0.8468686  -0.5840724  -0.9987819  -0.790697  ],"[ 1.20549459e+00 -5.76195756e-01 -6.75986481e-01  3.30216270e-02
  3.07063353e-01 -6.89369606e-01 -2.00257288e-03  2.35916970e-01
 -1.05017198e+00 -1.08092887e+00 -1.00000000e+01 -1.00000000e+01
  3.07497860e+00  5.69390825e+00 -1.00000000e+01 -2.67499751e+00
 -1.00000000e+01]",0.054182950470100126,False,"{'x_position': -0.05985684295046673, 'x_velocity': -0.9427041976717608}"
482,[-0.38704917  0.18318054 -0.6913281   0.20200233 -0.99342114 -0.5997232 ],"[  1.19720229  -0.66363955  -0.77700665   0.04799588   0.31035738
  -0.76705121  -0.04116312  -0.09557644  -1.43764672  -1.00878432
 -10.         -10.           0.90741518  -4.84336691  -8.14864675
  -6.76361677 -10.        ]",-0.2522149785914482,False,"{'x_position': -0.06985817353702607, 'x_velocity': -1.250166323319918}"
483,[ 0.28616485  0.96865755 -0.54063797 -0.03341335 -0.51830274 -0.29682437],"[  1.18965359  -0.74575368  -0.86348944   0.05103379   0.2408576
  -0.81936079  -0.1026753   -0.29538847  -1.50067945  -0.87521725
  -9.509855    -9.58826736  -0.03013198 -10.          -4.91885697
  -8.90705995 -10.        ]",-0.46927780488143483,False,"{'x_position': -0.08159903328801298, 'x_velocity': -1.467607468873363}"
484,[ 0.66176367  0.8307784  -0.56064147 -0.9774589  -0.6876922  -0.71775174],"[  1.18214672  -0.82852067  -0.94478575   0.04868613   0.10591903
  -0.86667735  -0.17128589  -0.36280249  -1.65955711  -1.00533004
 -10.         -10.          -0.4848426  -10.          -6.85069728
  -8.37523869  -3.96766538]",-0.5847017712514988,False,"{'x_position': -0.0942495598039112, 'x_velocity': -1.5813158144872776}"
485,[ 0.65560114  0.50486887  0.80991614 -0.40972427  0.39007837  0.17558125],"[ 1.17343584 -0.91237125 -1.02304518  0.04223275 -0.01454525 -0.92184545
 -0.23051666 -0.36183433 -1.33374542 -1.16362169 -9.78045064 -8.85967263
 -1.21635124 -8.81266282 -6.94091365 -6.40352912  3.33764203]",-0.4966594066859598,False,"{'x_position': -0.10620930279078206, 'x_velocity': -1.4949678733588572}"
486,[-0.4116723  -0.27667525  0.9693982   0.35274467  0.99143475  0.38529673],"[ 1.16282023 -0.99000972 -1.08868841  0.01882646 -0.02051017 -0.98482416
 -0.27010917 -0.31591237 -1.08612377 -1.48608223 -9.62184016 -7.55451831
 -4.62568511  7.24151387 -8.78357711 -3.51940127  8.13439502]",-0.21259655434327104,False,"{'x_position': -0.11589054257553433, 'x_velocity': -1.210154973094034}"
487,[ 0.36965922 -0.6114505  -0.07959811 -0.26056638 -0.07621723 -0.9836409 ],"[  1.15152131  -1.06632934  -1.13512867  -0.04270087   0.03541463
  -1.05324836  -0.29493581  -0.26393305  -1.31747941  -1.34589103
  -9.44542188  -4.05076111 -10.           6.56910041  -8.28641371
  -2.74869744   4.96636015]",-0.2031810369912983,True,"{'x_position': -0.12550352600101183, 'x_velocity': -1.2016229281846882}"
488,[ 0.2081444  -0.31832904  0.5612458  -0.93311733  0.37709874 -0.16282076],"[ 1.24852921e+00 -2.01102348e-02 -1.27391818e-02 -9.86992425e-03
  4.46437184e-02 -2.10245172e-02  1.09299910e-02 -1.16526062e-02
 -3.97550304e-01 -1.63013538e-01 -3.61412005e+00 -2.45542244e+00
 -3.58344271e+00  9.89171040e+00 -4.81182185e+00  1.41846097e+00
 -2.02682866e+00]",0.824159897452225,False,"{'x_position': 0.0024651888108037662, 'x_velocity': -0.17434102630055986}"
489,[ 0.52340746  0.7259892  -0.25197667 -0.46375996 -0.12255887  0.2518857 ],"[ 1.2468255  -0.04950348 -0.04109188 -0.02044108  0.10200567 -0.05926999
  0.0179262  -0.01107241 -0.27693459 -0.26277673 -3.74760209 -4.65436608
  0.93346072  4.51785619 -4.81770247  0.43745461  2.11369081]",0.6601061240797798,False,"{'x_position': -0.00024469780942725926, 'x_velocity': -0.33873582752887815}"
490,[-0.55776525  0.76018244  0.6440173   0.27293018 -0.16372727 -0.5742688 ],"[ 1.24412822 -0.08811686 -0.100094    0.01069724  0.1649439  -0.10710896
  0.019375   -0.02314311 -0.32496201 -0.41564677 -5.64876053 -8.91383927
  5.09439533 10.         -6.77590196 -0.04059215 -5.23861952]",0.7185667300638671,False,"{'x_position': -0.002482285410757448, 'x_velocity': -0.2796984501662736}"
491,[-0.20938785  0.2079322  -0.0290567  -0.01010407  0.46043706  0.6418612 ],"[ 1.23978955 -0.13612573 -0.16784931  0.0378953   0.26356122 -0.16404005
  0.01815281 -0.02726142 -0.47003308 -0.67083933 -6.39856468 -8.23670575
  2.02278839 10.         -7.54217382 -0.23296277  4.17777714]",0.5969319716516371,False,"{'x_position': -0.005701133528726296, 'x_velocity': -0.402356014746106}"
492,[ 0.604926   -0.35244724 -0.02023596  0.8394928   0.4674318  -0.9358749 ],"[  1.23583146  -0.15187213  -0.17770091   0.02418536   0.36870058
  -0.18085622   0.01581945  -0.05488271  -0.01574154  -0.31083243
   2.43268517   5.72810358  -5.44302784  10.           3.30473696
  -0.32750713 -10.        ]",0.7563767133842758,False,"{'x_position': -0.007631802490338003, 'x_velocity': -0.24133362020146334}"
493,[ 0.49296868  0.3398908  -0.6207057   0.02038214  0.79835826 -0.04442649],"[ 1.23363482 -0.12241796 -0.12374206 -0.01256964  0.43630837 -0.14342916
  0.01400078 -0.14531804  0.2510934  -0.2394218   4.91157829  7.7431426
 -3.79761609  3.49995029  5.96529841 -0.1508316  -9.45876392]",1.1147809389527665,False,"{'x_position': -0.0067024863017673235, 'x_velocity': 0.11616452357133492}"
494,[ 0.18096031 -0.14159173 -0.7567349  -0.55479765 -0.5946496  -0.7034154 ],"[ 1.23232082 -0.08980039 -0.06933222 -0.04328568  0.41646299 -0.10286572
  0.01238803 -0.19875921 -0.01447235 -0.08398762  3.25186762  5.87434555
 -3.86662415 -8.42130414  4.18311798 -0.23626701 -4.496149  ]",1.1162988531650198,False,"{'x_position': -0.005757842321692526, 'x_velocity': 0.1180804975093497}"
495,[ 0.66282386 -0.96297115  0.3485432  -0.52696466  0.5019118   0.6899243 ],"[ 1.23040770e+00 -5.69365900e-02  6.24692219e-03 -1.15998361e-01
  3.80673941e-01 -6.19585719e-02  1.05305731e-02 -1.91350843e-01
 -1.62805287e-01 -4.25008033e-01  4.50833547e+00  1.00000000e+01
 -1.00000000e+01 -9.04113227e-01  5.52534774e+00 -2.09419762e-01
  6.42174121e+00]",0.9228324230454855,False,"{'x_position': -0.0063552330643580615, 'x_velocity': -0.07467384283319195}"
496,[-0.50988895 -0.9173748   0.7006171  -0.6801749  -0.44876605 -0.3045013 ],"[ 1.22573773e+00 -5.36445422e-02  7.10634985e-02 -2.35905672e-01
  4.10141897e-01 -5.48329541e-02  9.17724783e-03 -1.39986546e-01
 -9.64903498e-01 -7.45160730e-01 -3.14500271e+00  4.70716601e+00
 -1.00000000e+01  8.14330136e+00 -3.10360987e+00 -1.42493929e-01
  6.53973580e+00]",0.4141629186074984,False,"{'x_position': -0.011023136296613797, 'x_velocity': -0.5834879040319669}"
